reckless; [reckless, recklessness, recklessly]; not careful, dangerous;
recollect; [recollect, recollects, recollected, recollecting, recollection]; to remember;
reconcile; [reconcile, reconciles, reconciled, reconciling, reconciliation]; to make up with somebody, come together be friends again, sometimes means making things fit together;
record; [record, records, recorded, recording, record, records]; to write down how something happened;
recount; [recount, recounts, recounted, recounting]; to tell how something happened;
recur; [recur, recurs, recurred, recurring, recurrence]; to happen again, maybe many times;
redress; [redress, redresses, redressed, redressing]; to make up for something that was not fair;
reduce; [reduce, reduces, reduced, reducing, reduction]; to make smaller;
refine; [refine, refines, refined, refining, refinement, refinements]; small changes to make something better, sometimes means excellence;
reflect; [reflect, reflects, reflected, reflecting, reflection]; see yourself or something else in a mirror, sometimes means to think about how the past affects today;
reform; [reform, reforms, reformed, reforming]; to change for the better;
refrain; [refrain, refrains, refrained, refraining]; to stop from doing something, sometimes a piece of music that repeats;
refuge; [refuge, refuges]; protection from danger;
refuse; [refuse, refuses, refused, refusing, refusal]; to say no;
regard; [regard, regards, regarded, regarding]; to think about someone or something in a certain way;
regardless; ; anyway, or sometimes means not to think about how badly something might turn out;
region; [region, regions, regional, regionally]; an area, usually a very big place;
regret; [regret, regrets, regretted, regretting]; to wish something hadn’t happened, or wish you hadn’t done something;
regular; [regular, regularly]; normal, usual, something that happens often;
reject; [reject, rejects, rejected, rejecting, rejection]; to not accept someone or something;
rekindle; [rekindle, rekindles, rekindled, rekindling]; to restart something, to begin something again;
relation; [relation, relations]; how two or more things are connected;
relationship; [relationship, relationships]; how two or more people or things act or behave with each other;
relative; [relative, relatives, relatively]; can mean someone in the same family, can mean how something compares to something else;
release; [release, releases, released, releasing]; to let go;
rely; [rely, relies, relied, relying, reliance]; to depend on something or somebody;
relief; [relief]; to feel happy something did not happen or is over, sometimes means to provide help to people in trouble;
relieve; [relieve, relieves, relieved, relieving]; to reduce a load or pain or trouble for someone, or make someone feel better;
religion; [religion, religions, religious, religiously]; belief in a god or in spiritual things;
religionists; ; people who share the same religious beliefs, especially people who believe very strongly;
relinquish; [relinquish, relinquishes, relinquished, relinquishing]; to give up something, sometimes not wanting to;
relish; [relish, relishes, relished, relishing]; to really enjoy something, or something added to make food taste better;
reluctant; [reluctant, reluctantly]; not wanting to do something;
rely; [rely, relies, relied, relying, reliance]; to trust or have faith in something or somebody;
remain; [remain, remains, remained, remaining]; to stay;
remainder; ; something or somebody that stayed;
remark; [remark, remarks, remarked, remarking]; to say something, or to talk about, or to notice;
remarkable; [remarkable, remarkably]; unusual, surprising; 
remedy; [remedy, remedies, remedied, remedying]; cure, to make something better;
remove; [remove, removes, removed, removing, removal]; to take something or someone away;
rend; [rend, rends, rent, rending]; to tear or rip apart;
render; [render, renders, rendered, rendering]; to cause something, make something happen;
rent; [rent, rents, rented, renting]; to pay money to live somewhere or be able to use something, can sometimes mean to tear something apart;
repeat; [repeat, repeats, repeated, repeating, repeatedly, repetition]; to do something again, or something that happens again;
repel; [repel, repels, repelled, repelling, repellent]; to push away or keep out;
report; [report, reports, reported, reporting]; to tell, or make a complete statement or description;
repose; [repose, reposes, reposed, reposing, reposeful]; to lay or lie at rest, be restful;
represent; [represent, represents, represented, representing, representative]; to stand in for someone or something, to act or speak for someone;
reprove; [reprove, reproves, reproved, reproving]; to blame or not approve;
reputable; ; honest, trustworthy, having a good reputation;
reputation; [reputation, reputations]; how people speak well or badly about someone or something;
request; [request, requests, requested, requesting]; to ask for something;
require; [require, requires, required, requiring, requirement, requirements, requisite]; something that is needed, or sometimes must be had;
rescue; [rescue, rescues, rescued, rescuing]; to save someone or something;
reside; [reside, resides, resided, residing]; to live somewhere, to be there continuously for a long time;
resident; [resident, residents]; someone who lives in a place;
resist; [resist, resists, resisted, resisting, resistance]; to avoid doing something or having something, sometimes to fight against;
resolution; [resolution, resolutions]; a decision to do something;
resolve; [resolve, resolves, resolved, resolving]; to firmly decide to do something, sometimes to solve a problem;
resort; [resort, resorts, resorted, resorting]; to use or do something because nothing else is possible, or sometimes a place where people go on vacation;
resource; [resource, resources]; something useful, sometimes that can be used to make money;
respect; [respect, respects, respected, respecting, respectable]; having a good opinión of someone or something, sometimes means being careful or thoughtful;
response; [response, responses, responded, responding, responsive]; a reply or answer or reaction to somebody or something;
responsible; [responsible, responsibility, responsibilities]; doing things that need to be or should be done;
restless; [restless, restlessly, restlessness, restive]; can’t be still, constantly moving;
restore; [restore, restores, restored, restoring, restoration]; to fix something, make something look new, to replace something;
restrain; [restrain, restrains, restrained, restraining]; to hold back, to stop somebody from doing something;
result; [result, results, resulted, resulting]; what happens because of something else;
resurrect; [ressurect, resurrects, resurrected, resurrecting, resurrection]; to bring something back to life, to make something active again;
retake; [retake, retakes, retook, retaking, retaken]; to take control of something again;
retaliate; [retaliate, retaliates, retaliated, retaliating, retaliation]; to fight back, to take revenge;
return; [return, returns, returned, returning]; to come back;
rev; [rev, revs]; short for ‘reverend’ or minister, sometimes means to run an engine loudly;
reveal; [reveal, reveals, revealed, revealing, revelation]; to tell or show something that was a secret;
reverberate; [reverberate, reverberates, reverberated, reverberating, reverberation]; to echo once or many times;
reverence; ; to respect someone or something a lot;
reverend; ; a respected person, often a church leader;
reverse; [reverse, reverses, reversed, reversing, reversal]; to go backwards;
revival; [revival, revivals]; to bring something back to life, often a meeting to encourage religious faith;
reward; [reward, rewards, rewarded, rewarding]; a prize, or to give a prize;
ribs; [rib, ribs]; the chest bones in a human or animal;
rice; ; a common food, a white or brown grain;
rich; [rich, richer, richest, riches, richly]; to have a lot of money;
Richmond; ; the capital city in the state of Virginia;
rid; [rid, rids, ridded, ridding]; to be free of something;
ridge; [ridge, ridges]; an upper edge on something, sometimes high on a mountain;
ridicule; [ridicule, ridicules, ridiculed, ridiculing]; to make fun of somebody;
righted; [righted, righting]; corrected, fixed something that was wrong;
righteous; [righteous, righteously]; good and fair, proper, following the best values ;
rights; [rights, rightfully]; things that people can lawfully do;
rigid; [rigid, rigidly]; stiff, not moving;
rise; [rise, rises, rose, rising, risen]; to go up;
risk; [risk, risks, risked, risking, risky]; to take a chance, do something dangerous;
robber-like; ; like someone who steals;
robber; [robber, robbers]; someone who steals;
robe; [robe, robes, robed, robing]; to wear something or put on some clothing, sometimes a long, loose covering worn after a bath or to relax;
rod; [rod, rods]; a straight piece of wood or metal, usually thin and round, sometimes a distance of about six adult steps;
rouse; [rouse, roused, rouses, rousing]; to make someone get up and do something;
route; [route, routes]; a way to get somewhere, often by using a road;
rub; [rub, rubs, rubbed, rubbing]; to move something back and forth on something else, often a hand;
rum; ; an alcoholic drink, sometimes means something bad;
runaway; [runaway, runaways]; someone who leaves and stays away without permission;
run; [run, runs, ran, running, runner, runners]; to move quickly using legs and feet, sometimes means something works or functions;
sabbath; ; a religious day of rest, Saturday for Jewish people, Sunday for Christians.;
sad; [sad, sadder, saddest, sadden, saddened, sadness, sadly]; to feel unhappy;
safety-valve; [safety-valve, safety-valves]; something that keeps a machine from exploding;
sagacity; [sagacity, sagacious]; wisdom, ability to understand very well;
sake; ; for the benefit, or welfare, or in the interest of someone or something;
salt; [salt, salts, salted, salting]; to scatter salt or something else, sometimes ’salts’ are a kind of medicine;
sample; [sample, samples, sampled, sampling]; a small part that represents something bigger;
sanctifier; ; a person who makes someone or something be pure, holy, without sin;
sanction; [sanction, sanctions, sanctioned, sanctioning]; official approval to do something;
satisfy; [satisfy, satisfies, satisfied, satisfying];  to make someone happy or content;
satisfaction; ; to be happy with something;
satisfactory; ; good enough;
Saturday; ; the day between Friday and Sunday, sometimes a day to rest;
savage; [savage, savages, savagely]; a wild person or creature, sometimes cruel and brutal behavior;
saving-fodder; ; sometimes means staying around, not going away, fodder is animal food like chopped hay, grass, or straw;
scanty; [scanty, scantier, scantiest, scantily]; too little, very small;
scathing; ; very mean, very cruel;
scene; [scene, scenes]; a place where something happens, sometimes a view or place like a picture;
scholar; [scholar, scholars]; someone who studies carefully and knows many things most people don’t know;
schooner; [schooner, schooners]; a ship that usually has one tall mast and sails in the middle and another smaller one in the front; 
scope; ; a certain area that is covered or seen, sometimes a chance to act or think, sometimes a long tube with a looking-glass;
scorpion; [scorpion, scorpions]; a small animal with a poison stinger in its tail;
scourge; [scourge, scourges,  scourged, scourging]; to whip or beat someone badly, to cause trouble or suffering;
scow; [scow, scows]; a flat-bottom boat with square ends used mostly for loading and unloading ships;
scripture; [scripture, scriptures, scriptural, scripturally]; a book or writings which a religious group believes is holy, sacred;
scuffle; [scuffle, scuffles, scuffled, scuffling]; a small fight that’s not very serious;
scurf; ; little bits of dry, dead skin;
sea; [sea, seas]; a huge body of salt water, almost as big as an ocean, sometimes means big waves;
season; [season, seasons, seasoned, seasoning]; a time of year like spring, summer, fall, or winter, sometimes means to add spice or flavor to something ;
seat; [seat, seats, seated, seating]; to sit down, or where somebody sits;
secondly; ; in the second place, after the first and before the third;
secret; [secret, secrets, secretly]; hidden so others will not know;
secure; [secure, secures, secured, securing]; safe, sometimes fastened or tied down;
security; ; safety, sometimes acting to protect something or somebody;
sees; ; to see something or somebody;
seize; [seize, seizes, seized, seizing]; to take, often quickly or with force, sometimes from someone else;
seldom; ; not often;
select; [select, selects, selected, selecting, selection]; to choose, to pick out;
self-confidence; [self-confidence, self-confident]; to feel sure about yourself and what you can do ;
selfish; [selfish, selfishness]; to only think about yourself, do things only for yourself;
send; [send, sends, sent, sending]; to make something go, perhaps a message or package, sometimes to have someone do an errand; 
sensation; [sensation, sensations]; to be aware of a feeling, sometimes an unusual feeling;
sense; [sense, senses, sensed, sensing, sensation]; sometimes to see, hear, taste, smell, or touch, sometimes means being aware of things or able to understand things ;
sensible; [sensible, sensibly]; able to make good decisions, to have common sense;
sentence; [sentence, sentences, sentenced, sentencing]; sometimes a group of words with a subject and verb that make sense, sometimes means the punishment for a crime ;
sentiment; [sentiment, sentiments]; a feeling, sometimes a strong feeling, sometimes a thought about a feeling;
sentinel; ; a guard;
separate; [separate, separates, separated, separating, separately: separation]; to set apart or keep apart;
September; ; when autumn begins and the weather gets cooler, the month between August and October;
series; ; a number of things in order, and connected by being alike in some way;
servant; [servant, servants]; a person who works or serves in somebody’s house;
serve; [serve, serves, served, serving]; to do something for others, to help others;
service; ; doing something for someone or for others, sometimes a kind of ceremony, sometimes a set of dishes or silverware;
servile; [servile, servility]; wanting too much to please someone;
settle; [settle, settles, settled, settling, settlement]; to come to rest, not move, sometimes to begin a home, sometimes to go down, sometimes to agree;
seventeen; ; 17, between sixteen (16) and eighteen (18);
seventy; ; 70, between sixty-nine (69) and seventy-one (71);
seventy-five; ; 75, between seventy-four (74) and seventy-six (76);
several; ; more than a few;
severe; [severe, severest, severely, severity]; very harsh, hard to deal with or endure, very strict, also a name;
sex; [sex, sexes]; to be male or female, boys or girls, men or women, gender;
shade; [shade, shades, shaded, shading]; different levels of dark or light, sometimes means to block light;
shape; [shape, shapes, shaped, shaping]; a form or outline, sometimes to make or influence something;
share; [share, shares, shared, sharing]; to give someone part of what you have, sometimes to do with others or have in common with others;
shatter; [shatter, shatters, shattered, shattering]; to break or be broken into small parts;
shelter; [shelter, shelters, sheltered, sheltering]; a safe place, or to go or be there;
sheriff; [sheriff, sheriffs]; the most important law officer in a county, a kind of especially important policeman;
shield; [shield, shields, shielded, shielding]; something used to protect somebody or something;
shingle; [shingle, shingles, shingled, shingling]; a thin piece of building material, sometimes wood, put in rows to cover and protect the roof or side of a building, sometimes a small sign, sometimes a beach with small round pebbles or rocks;
ship-builder; [ship-builder, ship-builders, ship-carpenter, ship-carpenters]; someone who builds ships;
ship-yard; ; where boats are built and sometimes return for repairs;
shipping; ; to send something, sometimes on ships, sometimes by railroad or by mail;
shirt; [shirt, shirts]; a piece of clothing worn on the upper body;
shock; [shock, shocks, shocked, shocking]; a sudden unpleasant surprise, sometimes means a loose bunch of something like hay or straw that might be tied together;
shoemaking; [shoemaking]; the act of making or repairing shoes;
shoemaker; ; a person who makes or repairs shoes;
shouldered; [shouldered, shouldering]; carries or carried, usually on a shoulder;
shrill; [shrill, shriller, shrillest, shrilly]; a very loud, high noise;
shroud; [shroud, shrouds, shrouded, shrouding]; to cover something, usually a face or body, sometimes a cloth used to cover or hide something;
shun; [shun, shuns, shunned, shunning]; to purposely avoid someone or something, to act as if they don’t exist;
sick; [sick, sicken, sickens, sickened, sickening]; to get ill or unwell, sometimes means to be upset or shocked or angry;
sickness; ; bad health, illness;
silvery-headed; ; to have silver or light gray hair;
similar; [similar, similarly, similarity]; like something else, resembling somone or something;
simple; [simple, simpler, simplest, simplicity, simply]; not hard to understand, not special, easy;
sin; [sin, sins, sinned, sinning, sinner]; something bad, or doing something bad, something that religion does not approve;
since; ; until now, sometimes means ‘because’;
sincere; [sincere, sincerer, sincerest, sincerely]; to be truthful and honest;
single; ; to be the only one, alone;
singular; ; the only one, unique, unusual, sometimes means amazing;
singularly; ; very, or in a special way, unusually;
situated; ; to be in a certain place, or to be put or stay somewhere;
situation; [situation, situations]; an event, especially when a person or people are involved in something, or sometimes means the circumstances surrounding something ;
skillful; [skillful, skillfully]; to have a lot of talents;
slash; [slash, slashes, slashed, slashing]; to cut something, especially with a long sweeping motion;
slat; [slat, slats]; a narrow, thin piece of wood or some similar material;
slaughterhouse; ; a building where animals are killed to get meat for food;
slave; [slave, slaves, slaved, slaving]; someone living in bondage, forced against their will to follow another person’s orders; 
slave-driver; [slave-driver, slave-drivers, slavedriver, slavedrivers]; somebody who forces people in bondage to work against their will, a cruel person;
slave-trader; ; somebody who sells people in bondage;
slave-whip; ; a long slender piece of leather or rope used to hit people in bondage to force them to work;
slaveholder; [slaveholder, slaveholders, slaveholding]; someone who owns people in bondage, prevents them from being free;
slavery; ; being held in bondage, people forced to follow orders and work against their will;
sleepless; ; without sleep, unable to sleep;
slight; [slight, slights, slighted, slighting, slighter, slightest]; very little, often thin and delicate, sometimes means to treat someone without courtesy or respect;
sloop; [sloop, sloops]; a ship with one mast and a triangle sail in front, and another in back;
slumber; [slumber, slumbers, slumbered, slumbering]; sleep;
smite; [smite, smites, smote, smitten, smiting]; hit hard;
smoke-house; ; a building where meat is smoked and dried to make it taste better and last longer;
snow-covered; ; under snow, covered in snow;
sober; [sober, soberer, soberest, soberly]; serious or thoughful, or sometimes not to be drunk, not to drink alcohol;
society; ; a group of people with many things in common, often living near each other, sometimes means people in general;
sod; ; the top layer of dirt that contains roots and grass;
sole; [sole, soles, solely]; one, single or only, sometimes the bottom of the foot;
solemn; [solemn, solemnly, solemnity]; very serious and formal, usually quiet;
somehow; ; for some unknown reason, in some unknown way;
somewhat; ; a little bit;
son-in-law; [son-in-law, sons-in-law]; the husband of someone’s daughter;
song; [song, songs]; a piece of music sung by a person or a group of people;
soothe; [soothe, soothes, soothed, soothing]; to make calm, quiet, or easy;
sore; [sores]; ;
sorrow; [sorrow, sorrows]; deep sadness, grief, usually over some loss;
soul; [soul, souls]; believed to be a person’s spirit that gives life to the body and will exist after death,  sometimes a person’s most important values ;
soul-killing; ; so bad that it hurts someone’s spirit, leaving them without hope;
source; [source, sources]; the place something comes from, sometimes a cause or starting point;
south; ; the opposite of north, in America states where slavery was once legal;
southern; ; to be from American states in the south, where slavery was once legal;
sparingly; ; only a little bit, very carefully, wasting nothing;
Spartan-like; [Spartan, Spartans, Spartan-Like]; like a tough, strong warrior or solider, fighting like a soldier from Sparta;
spectacle; [spectacle, spectacles]; something very interesting to see, especially impressive or unusual ;
speech; [speech, speeches]; something said aloud, often a formal talk somebody gives to a group of people;
spell; [spell, spells, spelled, spelling]; using letters to make words, usually writing them down, sometimes a spell is supposed to be a way to use words to make magic;
spelling-books; ; books used to help students learn to use letters to write words;
spirit; [spirit, spirits, spirited, spiriting]; sometimes means soul or ghost, can mean someone’s mind and feelings, can mean energetic, or brave or courageous, can mean to sneak something away;
spite; [spite, spited, spiteful, spitefully]; dislike, sometimes wanting to hurt somebody;
spoil; [spoil, spoils, spoiled, spoiling, spoiler]; to damage, harm, or ruin;
sprightly; ; to be full of energy;
spring; [spring, springs, sprang, springing, sprung]; sometimes to jump, or a metal coil that can bounce, or the warm season after winter, or a place where fresh water comes from the ground; 
spring-time; ; after winter-time, when weather is warmer and many flowers and other plants blossom;
stable; [stable, stability, stable-door]; always staying the same, unchanging and reliable, sometimes a building where horses are kept;
stage; [stage, stage-driver]; a raised floor for performances, or a clear step forward in doing something, or a closed carriage pulled by horses;
stagger; [stagger, staggers, staggered, staggering]; to walk unevenly in jerks from side to side;
staid; ; quiet, serious, respectable, steady;
stain; [stain, stains, stained, staining]; to be colored or partly colored with something like paint or dirt or blood, sometimes means to be ruined or disgraced;
stake; [stake, stakes, staked, staking]; a pointed piece of wood stuck in the ground as a marker, sometimes what can be lost in a bet, or if something goes wrong; 
stamp; [stamp, stamps, stamped, stamping]; to strongly put your foot down, sometimes a mark pressed on an official document, or sometimes what you lick to mail a letter;
standard; [standard, standards]; a rule for measuring, or something to compare against, a high level, or a high quality of something ;
starboard; ; when facing the front on a ship, the right side;
starting-point; ; the place where somebody or something begins;
starve; [starve, starves, starved, starving, starvation]; die from having no food;
state; [state, states, stated, stating]; can mean to say something, or a condition someone or something is in, or people living in an area under a government, or can mean a country;
statement; ; something written or said, usually something important and formal;
statesman; ; somebody important who works in the government, sometimes a wise person who earns respect;
station; ; a place where travelers regularly stop, or a person’s high or low status or rank in society, or someone’s job or post or position;
steam-box; ; sometimes used to bend wood;
steamboat; [steamboat, steamboats]; a large boat powered by steam that turns big wheels which hold paddles;
stereotype; [stereotype, stereotypes, stereotyped, stereotyping, stereotypical]; a pattern or idea that doesn’t change, always the same;
stern; [stern, sterner, sternest, sterns, sternly]; hard and severe, strict and serious, sometimes means the back end of a ship or boat;
stiff; [stiff, stiffer, stiffest, stiffen, stiffening, stiffly]; hard to bend or move;
still; [still, stills, stilled, stilling, stiller, stillest, stillness]; not moving, not making any noise, calm, sometimes means ’even so’ or ’nevertheless’, sometimes means equipment to make alcohol;
stimulate; [stimulate, stimulates, stimulated, stimulating, stimulation]; to make something move or work;
stock; [stock, stocks, stocked, stocking]; to get a supply of things, or a supply of something, or farm animals, or part ownership in a business;
stone-like; ; to be like a rock, unmoving;
sing; [sing, sings, sang, sung, singing]; to make music with a voice or voices;
sink; [sink, sinks, sank, sunk, sinking]; to go lower, or all the way down, to go beneath something, can mean a kind of big bowl on the wall where people can wash their hands;
stoop; [stoop, stoops, stooped, stooping]; bend down or bend over, sometimes a porch or stairway outside a house or building, sometimes means a person does something bad that others wouldn’t expect ;
store; [store, stores, stored, storing, storage]; a place to buy things, sometimes means to keep things for later ;
stork; [stork, storks]; a big skinny bird with long legs that wades in water to find food;
stow; [stow, stows, stowed, stowing, stowaway]; to put something away, often for a voyage, a ‘stowaway’ hides to steal a ride on a ship or some vehicle without paying;
straightaway; [straightaway, straightway]; to do something right now, immediately, without delay or waiting; 
strange; [strange, stranger, strangest, strangely, strangeness, stranger, strangers]; unusual, different, unexpected, can mean someone not known, unfamiliar;
stratagem; [stratagem, stratagems]; a trick or a plan;
stream; [stream, streams, streamed, streaming]; water that follows a downward course across land, like a creek or river, can be a flow of words or gas or anything wet, sometimes means to pour or move in one direction;
stretch; [stretch, stretches, stretched, stretching]; to reach out, spread wide or high;
strew; [strew, strews, strewed, strewing]; to scatter something, or spread over something;
strike; [strike, strikes, struck, stricken]; to hit something, or to affect something suddenly, or to quite work;
strip; [strip, strips, stripped, stripping]; to take off clothes or some kind of covering, to take something away, sometimes means something that is long and narrow ;
stroke; [stroke, strokes]; a kind of swingng motion when you strike something, or can be a movement in swimming or rowing with an oar, or can be repeated movements like brush strokes, or can mean illness when an artery breaks or is blocked in the brain;
stroll; [stroll, strolls, strolled, strolling]; to walk slowly, in a relaxed way, often for fun;
strong; [strong, stronger, strongest, strongly, strength]; having power, able to use a lot of force;
strive; [strive, strives, strove, striving]; to try hard, to put a lot of effort into a goal, often when it’s not easy to do or someone is trying to stop you;
strike; [strike, strikes, struck, striking, striker]; to hit someone or something hard and quickly, or to stop working to get your boss to make changes, or to take something off of a list or out of a record, or to miss a good pitch in baseball;
struggle; [struggle, struggles, struggled, struggling]; to have a hard time with something, or to try to do something even though it’s hard, or to fight;
stuff; [stuff, stuffs, stuffed, stuffing, stuffer]; things or material, often things that don’t matter much or are hard to tell apart, sometimes things in a large mixed-up group, or sometimes means to push something into a space that’s just barely big enough;
stump; [stump, stumps, stumped, stumping, stumpy]; the last bit left after something is chopped off, especially a tree, or sometimes means to have no idea how to answer a question;
stun; [stun, stuns, stunned, stunning, stunner]; to shock or surprise someone, or make someone unable to act or think clearly for a short time;
stupid; [stupid, stupider, stupidest, stupidly, stupidity]; not smart, not able to think clearly, slow to learn, can mean an idea or answer was bad or something was done that didn’t make sense or was a very bad choice;
stupor; [stupor, stupors, stuporous]; feeling unable to think or focus clearly, to unaware of what’s going on around you; 
style; [style, styles, styled, styling, stylish, stylist]; a type of fashion or a trend in fashion, or a way of doing something, or a sense of how to look cool, can mean to have a certain look because of makeup, hair, or clothes, or a certain way of behaving;
subject; [subject, subjects, subject, subjects, subjected, subjecting]; a SUB-ject is the person or thing being talked about, to sub-JECT is to make someone agree to something, or make something happen to them, often something hard, bad, or unwanted;
submit; [submit, submits, submitted, submitting, submissive, submissively, submission]; to give up, to accept that you’ve been beaten, to do what someone else wants, even when you don’t want to, sometimes means to turn something in to be reviewed or judged;
subscribe; [subscribe, subscribes, subscribed subscribing, subscriber, subscribers, subscription]; to sign up for something like a magazine or television service,  sometimes means to agree to a certain way of thinking;
subsequent; [subsequent, subsequently]; next in the order, next on the list, next in line, can mean something that comes later or that happened later;
subside; [subside, subsides, subsided, subsiding, subsidence]; to get smaller, lower, less intense, or to decrease, can mean to sink down, or to end or stop;
subsist; [subsist, subsists, subsisted, subsisting, subsistence]; to exist, to keep going, or to have only the most basic things you need to survive;
subvert; [subvert, subverts, subverted, subverting, subversion, subversive]; to try to keep something from succeeding, to do harm to a person or group, or keep them from doing their job, can mean to try to make a government fail; 
succeed; [succeed, succeeds, succeeded, succeeding, successes, successful, successfully]; to reach a goal, or to win at something or accomplish something, can sometimes mean to come after something or to come next;
suffer; [suffer, suffers, suffered, suffering, sufferings, sufferer, sufferers]; to feel physical pain or emotional pain, sometimes means to put up with or accept something;
suffice; [suffice, suffices, sufficed, sufficing]; to be enough, or have enough, or be good enough; 
sufficient; [sufficient, sufficiently, sufficiency]; enough or good enough;
suitable; [suitable, suitably, suitability, suitableness]; right for some task or purpose, appropriate, proper;
suit; [suit, suits, suited, suiting, suitable, suitably]; a set of clothes for a job or task, often very nice, sometimes means the right choice, or to belong with something, can mean a legal process in court, or can sometimes mean a request for something;
sum; [sum, sums, summed, summing]; to count or to add up numbers, or the result of adding up numbers, or the full amount of something, especially money, ‘in sum’ means a short version of the point someone is trying to make;
summer; [summer, summers, summered, summering, summery]; the warmest season of the year, sometimes means to spend that season in a special place;
summon; [summon, summons, summoned, summoning]; to tell someone they must come, maybe to bring something, or to answer questions, or to do something;
sunbeam; [sunbeam, sunbeams]; a ray of light from the sun, sometimes a patch of sunlight shining on something;
Sunday; [Sunday Sundays]; the seventh day of the week, the second day of the weekend, the day when most Christians go to church;
sunder; [sunder, sunders, sundered, sundering]; to break or split something, to separate things that once belonged together;
sundry; [sundry, sundries]; many different kinds, ‘sundries’ are things unimportant enough not to be named separately;
superintend; [superintend, superintends, superintended, superintending, superintendent, superintendents, superintendency]; to oversee the work others do, or be in charge of a big job, a ‘superintendent’ is the head of a group, often a local government body like a school board;
superior; [superior, superiors, superiority]; better or more important or more powerful than something or someone else, can mean  the person in charge of someone;
superstition; [superstition, superstitions, superstitious, superstitiously]; a false belief, often about magic or about good or bad luck;
support; [support, supports, supported, supporting, supportive, supportively, supporter, supporters]; to help, often means to help someone or something to continue or to survive, can mean  to agree with someone or something in a public way, can mean to help u or lift up;
suppose; [suppose, supposes, supposed, supposing, supposedly, supposition]; to think without really knowing, or to guess;
suppress; [suppress, suppresses, suppressed, suppressing, suppressive, suppressively, suppression]; to try to push or keep something down, or to stop something, often by force, to try to keep something quiet or secret;
surge; [surge, surges, surged, surging]; to move quickly in large numbers or a large amount, or can mean a sudden increase, often one not expected;
surround; [surround, surrounds, surrounded, surrounding]; gather all the way around something;
survey; [survey, surveys, surveyed, surveying, surveyor, surveyors]; to look over, or study a large subject, or to make a map or a report on a place, or to ask the same set of questions to lots of people, can mean a set of questions you give someone to fill out;
suspend; [suspend, suspends, suspended, suspending, suspension]; to hang something in the air, or make it float in the air, to order someone to take a break from their job, school, or other duties, often to punish them, can mean to pause something;
suspect; [suspect, suspects, suspected, suspecting]; to believe something that you don’t know is true or can’t prove is true, especially something bad, a SUS-pect is a person people believe may have done something wrong;
suspicion; [suspicion, suspicions, suspicious, suspiciously]; the thought that someone else might be doing something wrong or secret or unknown, or can mean something you think but can’t prove;
sustain; [sustain, sustains, sustained, sustaining, sustenance]; to keep something going, to keep a person, group, or animal alive;
swamp; [swamp, swamps, swamped, swamping, swampy, swampier, swampiest]; an area full of water or mud and often bushes or trees, sometimes means a difficult situation, can mean to overflow with liquid, or to give someone more than they can handle;
swarm; [swarm, swarms, swarmed, swarming]; a large group of people, animals, or insects, can mean to gather in a large group, or to try to beat an enemy by moving at them all at once;
swear; [swear, swears, swore, sworn, swearing]; to make a strong promise, or to say something that you promise is true, sometimes means to use rude language or curse words;
swift-winged; ; flying fast, or moving so fast it seems like flying;
swell; [swell, swells, swelled, swelling, swollen]; to get bigger, often rounder or fatter, or to get fuller, sometimes means a big ocean wave, in slang it means good or nice;
sympathize; [sympathize, sympathizes, sympathized, sympathizing, sympathetic, sympathetically, sympathy, sympathies]; to share a feeling with someone else, often means to feel sorry for someone;
system; [system, systems, systemic, systematic]; many things that work together like one thing, or a group of things that all affect each other, sometimes means an organized way of doing something or thinking about something;
tabor; [tabor, tabors]; a small drum;
taper; [taper, tapers, tapered, tapering]; to get gradually smaller, to become less thick or less wide, can mean a candle; 
take; [take, takes, took, taking, taken]; to get something, or to grip or hold something;
tame; [tame, tames, tamed, taming, tamely, tamer, tamest]; gentle, not wild, calm or obedient, can mean to calm an animal or take control of it;
tar; [tar, tars, tarred, tarring]; thick, dark, sticky stuff made from sticky oil or sometimes plants, can mean to make something dirty, or to cover someone with tar, or to or to make people believe something bad about someone, or;
taunt; [taunt, taunts, taunted, taunting, tauntingly]; to tease badly, to make curel fun of, usually trying to get a reaction, can mean an insult;
team; [team, teams]; a group of people who work together, often in sports;
tear; [tear, tears, tore, tearing, teary, tearily]; to tear [TERE] means to rip something, a tear [TEER] is a drop of water that comes out of your eye when you’re sad or in pain;
tedious; [tedious, tediously, tedium]; boring and dull and taking a long time;
tell; [tell, tells, told, telling]; to say something, to give a message to someone, or sometimes can mean a small action or look that gives away what you’re thinking;
temper; [temper, tempers, tempered, tempering]; a mood, often a bad or angry mood, can mean to add one thing to another to make it less strong or intense, or to make something harder or tougher;
tempt; [tempt, tempts, tempted, tempting]; to try to make a person want to do something they shouldn’t;
temptation; [temptation, temptations]; something that makes you feel you want to do something you shouldn’t;
tendency; [tendency, tendencies]; a habit of behaving a certain way, a pattern of being likely to make some choices rather that others;
tender; [tender, tenders, tendered, tendering, tenderer, tenderest]; soft, or easy to hurt, or can sometimes mean money or coins you can use to pay for things, or can sometimes mean to offer to give something to someone;
tenfold; ; ten times as much;
tenth; ; 10th, what comes after ninth and before eleventh, or can mean how much of something--one is a tenth of ten, ten is a tenth of one hundred, if you have one ball in a bag, you have one tenth of the balls in the bag;
term; [term, terms, termed, terming]; can mean an amount of time, usually a long time, or can mean the word or name you use to call something [‘footwear’ is a term for shoes, sandals, and slippers], or sometimes can mean to create or come up with a name for something;
terrible; [terrible, terribly]; very bad, awful, and sometimes very scary;
